超商,Address,Response_X,Response_Y
711,桃園市桃園區慈德街55號1樓,121.300775,25.0073545
711,桃園市桃園區萬壽路3段113號1樓,121.3209258,24.9912343
711,桃園市桃園區萬壽路三段43號1樓,121.3225256,24.9917516
711,桃園市桃園區建新街68號1樓,121.3118853,24.9827413
711,桃園市桃園區樹仁三街81號1樓,121.3222241,24.9743682
711,桃園市桃園區縣府路88之1號1樓,121.302586,24.993791
711,桃園市桃園區縣府路308號一樓,121.3000085,24.9926536
711,桃園市桃園區龍安街77號1樓,121.2802611,24.9886917
711,桃園市桃園區寶山街206號一樓,121.3162853,25.0123872
OK mart,桃園市桃園區中山北路１３６號１樓,121.3031954,24.9952043
OK mart,桃園市桃園區中正五街１３７號１樓,121.3023622,25.0057724
OK mart,桃園市桃園區春日路１４１１、１４１３號１樓,121.3080918,25.0205239
OK mart,桃園市桃園區國豐六街十四號一樓,121.278314,24.9892717
OK mart,桃園市桃園區文化里復興路一五一號一樓,121.3112849,24.9898043
OK mart,桃園市桃園區中埔二街155號1樓,121.295473,25.0127209
OK mart,桃園市桃園區建國路156之9號1樓,121.3096239,24.9853779
OK mart,桃園市桃園區中華路１６６號１樓,121.3070817,24.9897997
OK mart,桃園市桃園區文中東路169號1樓,121.2983888,24.9948048
OK mart,桃園市桃園區大興西路１段１７９號１樓,121.304565,25.0140279
OK mart,桃園市桃園區民族路204號1樓,121.3076503,24.9950129
OK mart,桃園市桃園區中正路２６９號１樓,121.3097182,24.9966173
OK mart,桃園市桃園區法治路2號、4號1樓,121.296539,24.9926045
OK mart,桃園市桃園區泰昌三街二號、二之一號一樓,121.2937746,24.9903883
OK mart,桃園市桃園區永安路３３５、３３７號１樓,121.3004426,24.9997123
OK mart,桃園市桃園區同安街340、342號1樓、338巷1號1樓,121.3028262,25.017069
OK mart,桃園市桃園區力行路40號1樓,121.3041935,25.0028277
OK mart,桃園市桃園區介壽路４７號１樓,121.3106833,24.9851193
OK mart,桃園市桃園區龍祥街48號1樓,121.2714675,24.980902
OK mart,桃園市桃園區民生路６２１之１號１一樓,121.3083406,25.0064897
OK mart,桃園市桃園區中正路６５０號１樓,121.3042534,25.0056156
OK mart,桃園市桃園區大有路６５８號１樓,121.316642,25.0163899
OK mart,桃園市桃園區中山路６７６號１樓,121.2948448,24.9911756
OK mart,桃園市桃園區南華街67號1樓,121.3081294,24.9908142
OK mart,桃園市桃園區樹仁三街68號1樓,121.3217673,24.9745266
OK mart,桃園市桃園區延壽街６號１樓,121.2938044,24.9916761
OK mart,桃園市桃園區永安路７５４號１樓,121.2949522,25.0059105
OK mart,桃園市桃園區春日路七五八號一樓,121.3098469,25.0127392
OK mart,桃園市桃園區中華路75號1樓,121.3100968,24.9905761
OK mart,桃園市桃園區正康二街83號1樓,121.3087973,25.0011194
OK mart,桃園市桃園區博愛路97、99號1樓,121.3095484,24.9945934
OK mart,桃園市桃園區民安路九十八號１樓,121.29972,24.9969087
OK mart,桃園市桃園區春日路９８號１樓、成功路２段８３號１樓,121.316764,24.9942568
OK mart,桃園市桃園區中山路９９２、９９４號１樓,121.2857604,24.988715
OK mart,桃園市桃園區玉山里大同西路九十三號１樓,121.3015373,24.9886543
OK mart,桃園市桃園區大有路656號1樓,121.316734,25.016138
OK mart,桃園市桃園區春日路634號一樓,121.3111186,25.0096392
OK mart,桃園市桃園區桃鶯路384號１樓,121.322824,24.976613
OK mart,桃園市桃園區龍壽街32-1號,121.26958,24.978642
萊爾富,桃園市桃園區厦門街100、102號1樓,121.2973625,24.9946847
萊爾富,桃園市桃園區中正路103號,121.3120182,24.9927861
萊爾富,桃園市桃園區汴洲里健行路103號1樓,121.311914,25.0226682
萊爾富,桃園市桃園區宏昌六街108號1樓,121.2960869,24.9881478
萊爾富,桃園市桃園區漢中街１１１號１樓,121.5074794,25.0430966
萊爾富,桃園市桃園區慈文路一一五號一樓,121.3046415,25.0093425
萊爾富,桃園市桃園區建國東路一一號一樓,121.31892,24.9862845
萊爾富,桃園市桃園區國際路一段一二二四、一二二六號一樓,121.2888217,24.9897625
萊爾富,桃園市桃園區南門里漢中路123號1樓,121.3036114,24.9832687
萊爾富,桃園市桃園區中正路一二四七號一樓,121.2962983,25.0203121
萊爾富,桃園市桃園區大有路128號1樓,121.3214899,25.0062922
萊爾富,桃園市桃園區寶安里安慶街129號、131號1樓,121.2912633,25.0179988
萊爾富,桃園市桃園區永安路一三六五、一三六七號一樓,121.2747214,25.0120261
萊爾富,桃園市桃園區大有路一四五號一樓,121.3210086,25.0065344
萊爾富,桃園市桃園區中山東路一五三號、自強路二號一樓,121.3185675,24.9972496
萊爾富,桃園市桃園區中華路一六六號一樓,121.3070817,24.9897997
萊爾富,桃園市桃園區中泰里國聖一街166號1樓,121.2884343,24.9854837
萊爾富,桃園市桃園區同安里慈文路170號1樓,121.3042472,25.0092166
萊爾富,桃園市桃園區大興路172號,121.3113505,25.0158312
萊爾富,桃園市桃園區大興路一七四號一樓,121.3115578,25.0158676
萊爾富,桃園市桃園區三元里大有路175號、179號1樓,121.3205003,25.0074126
萊爾富,桃園市桃園區長德里力行路194號1樓,121.3005748,25.0009936
萊爾富,桃園市桃園區莊敬路二段一九五號一樓,121.2903715,25.0213672
萊爾富,桃園市桃園區力行路328巷21、23號1樓及正光二街71巷31號1樓,121.2964632,24.9996215
萊爾富,桃園市桃園區大林里桃鶯路220號1樓,121.3195046,24.9806889
萊爾富,桃園市桃園區中正五街225號,121.3016163,25.0035563
萊爾富,桃園市桃園區長德里中正五街238號1樓,121.3015163,25.0032738
萊爾富,桃園市桃園區南門里建國路276號1樓,121.3057084,24.9850542
萊爾富,桃園市桃園區復興路四一八巷三號四二０、四二二號一樓,121.3031021,24.9915152
萊爾富,桃園市桃園區中華路二十七號一樓,121.3112629,24.9909433
萊爾富,桃園市桃園區建國里林森路29號1樓,121.3190498,24.9890149
萊爾富,桃園市桃園區大業路１段２號１樓,121.3189436,25.0034146
萊爾富,桃園市桃園區莊敬里莊敬路1段304號1樓,121.2974181,25.0244433
萊爾富,桃園市桃園區文化里中正路三十一號一樓,121.3130593,24.9901006
萊爾富,桃園市桃園區文中路333、335號1樓,121.2857553,24.9953281
萊爾富,桃園市桃園區成功路一段三十七號一樓,121.3117388,24.9923914
萊爾富,桃園市桃園區永安里長春路37號1樓、39號1樓,121.3054963,25.000816
萊爾富,桃園市桃園區大業路1段397號1樓,121.3117508,25.0140368
萊爾富,桃園市桃園區力行路40號,121.3041935,25.0028277
萊爾富,桃園市桃園區中山北路42號1樓,121.3034294,24.9931824
萊爾富,桃園市桃園區中德里國際路1段431號,121.2890945,24.9712626
萊爾富,桃園市桃園區寶慶路四三二號一樓,121.2902757,25.0189637
萊爾富,桃園市桃園區同安街442之5、444號,121.3011089,25.0195031
萊爾富,桃園市桃園區大林里桃鶯路457號、459號1樓,121.3238273,24.9755679
萊爾富,桃園市桃園區永安北路466、468號1樓,121.2928617,25.0180019
萊爾富,桃園市桃園區寶安里永安北路466號、468號1樓,121.2928617,25.0180019
萊爾富,桃園市桃園區永安里長春路四十六號一樓,121.3055889,25.0009783
萊爾富,桃園市桃園區忠義里成功路三段４８號一樓,121.3258565,24.9997275
萊爾富,桃園市桃園區大有里大有路491號1樓,121.3181817,25.0128682
萊爾富,桃園市桃園區大林里樹仁二街50號1樓,121.3201124,24.9783454
萊爾富,桃園市桃園區會稽里大有路511號1樓,121.317485,25.0141813
萊爾富,桃園市桃園區大仁路54、56號1樓,121.3231872,24.9723347
萊爾富,桃園市桃園區富國路５５８號１樓,121.2842836,25.0183121
萊爾富,桃園市桃園區中寧里大興西路2段55號1樓之2,121.2989263,25.0114785
萊爾富,桃園市桃園區文中東路61、63號1樓,121.2961995,24.9960599
萊爾富,桃園市桃園區慈光街63號1樓,121.2981389,25.0053105
萊爾富,桃園市桃園區中正里中山路６７６號１樓,121.2948448,24.9911756
萊爾富,桃園市桃園區文中路693號1樓,121.2764678,24.9931947
萊爾富,桃園市桃園區裕和街6號1樓,121.2744531,24.981086
萊爾富,桃園市桃園區大有路726、728號1-2樓,121.3159367,25.0185879
萊爾富,桃園市桃園區自強路72號1樓,121.3179193,24.9989395
萊爾富,桃園市桃園區中山路779號1樓,121.2901386,24.9902471
萊爾富,桃園市桃園區汴洲里健行路７８號８０號１樓,121.3097721,25.0219102
萊爾富,桃園市桃園區寶慶里寶慶路八十號一樓,121.2943536,25.011151
萊爾富,桃園市桃園區中山里中平路八十四號一樓,121.2924932,24.9882392
萊爾富,桃園市桃園區自強路85號及中山東路151號 1、2樓,121.3181738,24.9972547
萊爾富,桃園市桃園區中寧里大興西路2段8號,121.295755,25.0093526
萊爾富,桃園市桃園區桃園市三民里三民路1段99號1樓,121.3200354,24.9996349
萊爾富,桃園市桃園區南埔里大興西路二段二五三號一樓,121.2959064,25.0099446
萊爾富,桃園市桃園區文中路198號1樓,121.2909449,24.9958826
萊爾富,桃園市桃園區民生路129號1樓,121.3138959,24.9922629
萊爾富,桃園市桃園區建新街277號1樓,121.3098613,24.9765908
萊爾富,桃園市桃園區朝陽街240號、清溪二路77號1樓,121.3121993,25.0019511
萊爾富,桃園市桃園區中正路1001號一樓,121.2992065,25.0140495
萊爾富,桃園市桃園區南平路280號一樓,121.2996301,25.018822
萊爾富,桃園市桃園區桃鶯路220號一樓,121.3195046,24.9806889
萊爾富,桃園市桃園區潮洲街3號一樓,121.3005217,24.9868736
萊爾富,桃園市桃園區龍壽街202之8號1樓,121.268175,24.986089
萊爾富,桃園市桃園區豐林里建國路260號一樓,121.3062883,24.9850711
